Height,Width,Thickness,Efficiency,Cleaned Efficiency,Model,N/A,N/A,N/A,Power output
1482,676,35,13,13,CS6P12-130,NaN,NaN,,0
1956,992,50,14.9,14.9,CS6P24-290,NaN,NaN,,0
1580,808,50,13.3,13.3,CS5M24-170 All Black,NaN,NaN,,0
1636,992,45,14.2,14.2,CS6P20-230,NaN,NaN,,0
1482,676,35,10,10,CS6P12-100,NaN,NaN,,0
1580,808,50,12.5,12.5,CS5M24-160,NaN,NaN,,0
1334,992,40,12.1,12.1,CS6P16-160,NaN,NaN,,0
1580,808,50,12.5,12.5,CS5M24-160 All Black,NaN,NaN,,0
1482,992,45,14.3,14.3,CS6M18-210,NaN,NaN,,0
1482,992,45,15,15,CS6M18-220,NaN,NaN,,0
1580,808,50,14.9,14.9,CS5M24-190 All Black,NaN,NaN,,0
1482,676,35,14,14,CS6M12-140,NaN,NaN,,0
1580,1060,46,13.7,13.7,CS5M32-230,NaN,NaN,,0
1482,676,35,10,10,CS6M12-100,NaN,NaN,,0
1636,992,45,13.6,13.6,CS6M20-220,NaN,NaN,,0
1580,808,50,14.1,14.1,CS5M24-180 All Black,NaN,NaN,,0
1580,808,50,14.5,14.5,CS5M24-185 All Black,NaN,NaN,,0
1482,676,35,15,15,CS6P12-150,NaN,NaN,,0
1580,808,50,14.1,14.1,CS5M24-180,NaN,NaN,,0
1636,992,45,12.3,12.3,CS6P20-200,NaN,NaN,,0
1636,992,45,12.3,12.3,CS6M20-200,NaN,NaN,,0
1580,808,50,12.9,12.9,CS5M24-165,NaN,NaN,,0
1482,676,35,15,15,CS6M12-150,NaN,NaN,,0
1334,992,40,14.4,14.4,CS6P16-190,NaN,NaN,,0
1580,1060,46,14.9,14.9,CS5M32-250,NaN,NaN,,0
1956,992,50,14.9,14.9,CS6M24-290,NaN,NaN,,0
1482,992,45,14.3,14.3,CS6P18-210,NaN,NaN,,0
1956,992,50,15.5,15.5,CS6M24-300,NaN,NaN,,0
1636,992,45,14.8,14.8,CS6P20-240,NaN,NaN,,0
1580,808,50,14.9,14.9,CS5M24-190,NaN,NaN,,0
1482,676,35,11,11,CS6M12-110,NaN,NaN,,0
1636,992,45,14.8,14.8,CS6M20-240,NaN,NaN,,0
1482,676,35,13,13,CS6M12-130,NaN,NaN,,0
1636,992,45,15.4,15.4,CS6M20-250,NaN,NaN,,0
1956,992,50,13.9,13.9,CS6M24-270,NaN,NaN,,0
1334,992,40,13.6,13.6,CS6P16-180,NaN,NaN,,0
1956,992,50,14.4,14.4,CS6P24-280,NaN,NaN,,0
1580,1060,46,13.1,13.1,CS5M32-220,NaN,NaN,,0
1636,992,45,12.9,12.9,CS6P20-210,NaN,NaN,,0
1580,808,50,13.3,13.3,CS5M24-170,NaN,NaN,,0
1636,992,45,12.9,12.9,CS6M20-210,NaN,NaN,,0
1482,676,35,14,14,CS6P12-140,NaN,NaN,,0
1482,992,45,15,15,CS6P18-220,NaN,NaN,,0
1334,992,40,12.8,12.8,CS6P16-170,NaN,NaN,,0
1482,992,45,12.9,12.9,CS6P18-190,NaN,NaN,,0
1580,808,50,12.1,12.1,CS5M24-155,NaN,NaN,,0
1580,808,50,14.5,14.5,CS5M24-185,NaN,NaN,,0
1636,992,45,14.2,14.2,CS6M20-230,NaN,NaN,,0
1580,1060,46,12.5,12.5,CS5M32-210,NaN,NaN,,0
1334,992,40,11.3,11.3,CS6P16-150,NaN,NaN,,0
1580,1060,46,14.3,14.3,CS5M32-240,NaN,NaN,,0
1956,992,50,14.4,14.4,CS6M24-280,NaN,NaN,,0
1482,992,45,12.9,12.9,CS6M18-190,NaN,NaN,,0
1334,992,40,15.1,15.1,CS6P16-200,NaN,NaN,,0
1580,808,50,12.1,12.1,CS5M24-155 All Black,NaN,NaN,,0
1482,992,45,12.2,12.2,CS6P18-180,NaN,NaN,,0
1956,992,50,13.4,13.4,CS6M24-260,NaN,NaN,,0
1956,992,50,15.5,15.5,CS6P24-300,NaN,NaN,,0
1956,992,50,13.4,13.4,CS6P24-260,NaN,NaN,,0
1956,992,50,12.9,12.9,CS6M24-250,NaN,NaN,,0
1956,992,50,12.9,12.9,CS6P24-250,NaN,NaN,,0
1482,992,45,13.6,13.6,CS6P18-200,NaN,NaN,,0
1482,992,45,12.2,12.2,CS6M18-180,NaN,NaN,,0
1482,676,35,11,11,CS6P12-110,NaN,NaN,,0
1580,808,50,13.7,13.7,CS5M24-175,NaN,NaN,,0
1636,992,45,13.6,13.6,CS6P20-220,NaN,NaN,,0
1956,992,50,14.2,14.2,CPI6M-275,NaN,NaN,,0
1640,992,50,14.1,14.1,CPI6P-230,NaN,NaN,,0
1640,992,50,14.4,14.4,CPI6P-235,NaN,NaN,,0
1640,992,50,13.8,13.8,CPI6P-225,NaN,NaN,,0
1956,992,50,14.2,14.2,CPI6P-275,NaN,NaN,,0
1640,992,50,13.5,13.5,CPI6M-220,NaN,NaN,,0
1956,992,50,13.9,13.9,CPI6M-270,NaN,NaN,,0
1956,992,50,14.9,14.9,CPI6M-290,NaN,NaN,,0
1640,992,50,13.5,13.5,CPI6P-220,NaN,NaN,,0
1956,992,50,14.7,14.7,CPI6P-285,NaN,NaN,,0
1640,992,50,14.1,14.1,CPI6M-230,NaN,NaN,,0
1956,992,50,14.9,14.9,CPI6P-290,NaN,NaN,,0
1956,992,50,15.5,15.5,CPI6M-300,NaN,NaN,,0
1956,992,50,13.9,13.9,CPI6P-270,NaN,NaN,,0
1956,992,50,14.4,14.4,CPI6P-280,NaN,NaN,,0
1956,992,50,15.5,15.5,CPI6P-300,NaN,NaN,,0
1640,992,50,15.4,15.4,CPI6P-250,NaN,NaN,,0
1640,992,50,15.4,15.4,CPI6M-250,NaN,NaN,,0
1956,992,50,15.2,15.2,CPI6M-295,NaN,NaN,,0
1640,992,50,15.1,15.1,CPI6P-245,NaN,NaN,,0
1640,992,50,15.1,15.1,CPI6M-245,NaN,NaN,,0
1956,992,50,15.2,15.2,CPI6P-295,NaN,NaN,,0
1640,992,50,13.8,13.8,CPI6M-225,NaN,NaN,,0
1640,992,50,14.8,14.8,CPI6M-240,NaN,NaN,,0
1956,992,50,14.4,14.4,CPI6M-280,NaN,NaN,,0
1956,992,50,14.7,14.7,CPI6M-285,NaN,NaN,,0
1640,992,50,14.4,14.4,CPI6M-235,NaN,NaN,,0
1640,992,50,14.8,14.8,CPI6P-240,NaN,NaN,,0
1640,990,45,12.9,12.9,CPS210W (poly),NaN,NaN,,0
1324,990,45,13.7,13.7,CPS180P,NaN,NaN,,0
1324,990,45,13,13,CPS170P,NaN,NaN,,0
1580,1060,40,8.1,8.1,CPS135P Transparent,NaN,NaN,,0
1960,990,45,13.9,13.9,CPS270P36,NaN,NaN,,0
1652,1000,45,14.5,14.5,CPS245M30,NaN,NaN,,0
1580,808,40,12.1,12.1,CPS155M Transparent,NaN,NaN,,0
1960,990,45,14.4,14.4,CPS280P36,NaN,NaN,,0
1650,992,45,14.1,14.1,CPS230M30,NaN,NaN,,0
1634,984,5,14.3,14.3,CPS230P30 Laminated,NaN,NaN,,0
1640,990,45,14.2,14.2,CPS230P30,NaN,NaN,,0
1482,990,40,13,13,CPS190P,NaN,NaN,,0
1580,808,40,14.5,14.5,CPS185M36 Ultra,NaN,NaN,,0
1574,802,5,14.7,14.7,CPS185M36 Black-Laminated,NaN,NaN,,0
1580,808,40,14.5,14.5,CPS185M Transparent,NaN,NaN,,0
1580,1060,40,14.3,14.3,CPS240M48,NaN,NaN,,0
1580,808,40,14.5,14.5,CPS185M,NaN,NaN,,0
1482,990,40,14,14,CPS205P,NaN,NaN,,0
1324,990,45,13.4,13.4,CPS175P,NaN,NaN,,0
1580,808,40,14.9,14.9,CPS190M Transparent,NaN,NaN,,0
1640,990,45,13.9,13.9,CPS225P,NaN,NaN,,0
1960,990,45,14.9,14.9,CPS290P36,NaN,NaN,,0
1482,990,40,13.6,13.6,CPS200P,NaN,NaN,,0
1326,808,40,14,14,CPS150M,NaN,NaN,,0
1580,1060,40,8.1,8.1,CPS135M Transparent,NaN,NaN,,0
1580,808,40,15.3,15.3,CPS195M36,NaN,NaN,,0
1960,990,45,12.9,12.9,CPS250P36,NaN,NaN,,0
1482,674,35,14,14,CPS140P,NaN,NaN,,0
1482,990,45,14.3,14.3,CPS210P,NaN,NaN,,0
1580,808,40,14.5,14.5,CPS185M Black,NaN,NaN,,0
1640,990,45,13.6,13.6,CPS220P,NaN,NaN,,0
1580,808,40,13.7,13.7,CPS175M,NaN,NaN,,0
1580,808,40,13.3,13.3,CPS170M,NaN,NaN,,0
1650,992,50,14.4,14.4,CPS235P30,NaN,NaN,,0
1960,990,45,13.4,13.4,CPS260P36,NaN,NaN,,0
1326,808,40,14.5,14.5,CPS155M,NaN,NaN,,0
1640,990,45,14.8,14.8,CPS240P30,NaN,NaN,,0
1640,990,45,13.2,13.2,CPS215P,NaN,NaN,,0
1574,802,5,15.1,15.1,CPS190M36 Laminated,NaN,NaN,,0
1326,808,40,14.9,14.9,CPS160M,NaN,NaN,,0
1580,808,40,14.5,14.5,CPS185P,NaN,NaN,,0
1580,808,40,14.9,14.9,CPS190M,NaN,NaN,,0
1960,990,45,12.4,12.4,CPS240P36,NaN,NaN,,0
1580,808,40,14.1,14.1,CPS180M,NaN,NaN,,0
1410,470,5,12.6,12.6,Creasol 1,NaN,NaN,,0
1308,653,5,11.7,11.7,Creasol 2,NaN,NaN,,0
1576,798,35,13.5,13.5,CR170,NaN,NaN,,0
1576,798,35,12.9,12.9,CR162BLK,NaN,NaN,,0
1576,798,35,14.3,14.3,CR180SP,NaN,NaN,,0
1576,798,35,13.9,13.9,CR175SP,NaN,NaN,,0
1576,798,35,13.3,13.3,CR167BLK,NaN,NaN,,0
1575,826,46,12.3,12.3,CR160XP,NaN,NaN,,0
1576,798,35,12.3,12.3,CR155SP,NaN,NaN,,0
1576,798,35,14.3,14.3,CR180,NaN,NaN,,0
1576,798,35,13.5,13.5,CR170SP,NaN,NaN,,0
1576,798,35,13.9,13.9,CR175,NaN,NaN,,0
1576,798,35,13.7,13.7,CR172BLK,NaN,NaN,,0
1576,798,35,13.5,13.5,CR170A,NaN,NaN,,0
1576,798,35,14.7,14.7,CR185SP,NaN,NaN,,0
1576,798,35,12.7,12.7,CR160SP,NaN,NaN,,0
1576,798,35,13.1,13.1,CR165SP,NaN,NaN,,0
1576,798,35,14.1,14.1,CR177BLK,NaN,NaN,,0
1575,826,46,13.8,13.8,CR180XM,NaN,NaN,,0
1589,807,50,13.3,13.3,CSG170S1-35,NaN,NaN,,0
1956,992,50,13.7,13.7,CSG265M2-35,NaN,NaN,,0
1209,539,35,14.6,14.6,CSG95S1,NaN,NaN,,0
1482,674,45,13,13,CSG130S2-18,NaN,NaN,,0
1324,992,45,13.3,13.3,CSG175M2-24,NaN,NaN,,0
1482,992,45,12.9,12.9,CSG190M2-27,NaN,NaN,,0
1956,992,50,13.7,13.7,CSG265S2-36,NaN,NaN,,0
1324,992,45,14.1,14.1,CSG185M2-24,NaN,NaN,,0
1589,807,50,12.1,12.1,CSG155M1-35,NaN,NaN,,0
1580,808,40,14.9,14.9,CSG190S1-36,NaN,NaN,,0
1956,992,50,13.4,13.4,CSG260S2-35,NaN,NaN,,0
1640,992,45,13.8,13.8,CSG225S2-30,NaN,NaN,,0
1324,992,45,13.7,13.7,CSG180M2-24,NaN,NaN,,0
1482,992,45,13.6,13.6,CSG200M2-27,NaN,NaN,,0
1640,992,40,12.9,12.9,CSG210M2-30,NaN,NaN,,0
1589,807,50,12.1,12.1,CSG155S1-35,NaN,NaN,,0
1589,807,50,11.7,11.7,CSG150M1-35,NaN,NaN,,0
1956,992,50,13.9,13.9,CSG270M2-36,NaN,NaN,,0
1956,992,50,13.9,13.9,CSG270S2-36,NaN,NaN,,0
1956,992,50,14.4,14.4,CSG280M2,NaN,NaN,,0
1956,992,50,14.4,14.4,CSG280M2-36,NaN,NaN,,0
1956,992,50,14.2,14.2,CSG275S2-36,NaN,NaN,,0
1209,539,50,11.5,11.5,CSG75S1-17,NaN,NaN,,0
1589,807,50,14,14,CSG180M1-35,NaN,NaN,,0
1209,539,50,13,13,CSG85S1-17,NaN,NaN,,0
1482,674,45,13.5,13.5,CSG135S2-18,NaN,NaN,,0
1956,992,50,13.4,13.4,CSG260M2-36,NaN,NaN,,0
1482,992,45,13.3,13.3,CSG195M2-27,NaN,NaN,,0
1956,992,50,12.4,12.4,CSG240M2-35,NaN,NaN,,0
1956,992,50,14.7,14.7,CSG285S2,NaN,NaN,,0
1482,674,45,14,14,CSG140S2-18,NaN,NaN,,0
1956,992,50,14.2,14.2,CSG275M2-36,NaN,NaN,,0
1589,807,50,13.3,13.3,CSG170M1-35,NaN,NaN,,0
1482,992,45,14.3,14.3,CSG210M2-27,NaN,NaN,,0
1580,808,40,14.1,14.1,CSG180S1-36,NaN,NaN,,0
1640,992,40,14.1,14.1,CSG230M2-30,NaN,NaN,,0
1589,807,50,12.9,12.9,CSG165M1-35,NaN,NaN,,0
1956,992,50,14.2,14.2,CSG275M2-35,NaN,NaN,,0
1956,992,50,13.7,13.7,CSG265M2-36,NaN,NaN,,0
1956,992,50,13.1,13.1,CSG255M2-35,NaN,NaN,,0
1956,992,50,14.4,14.4,CSG280S2,NaN,NaN,,0
1580,808,40,13.7,13.7,CSG175S1-36,NaN,NaN,,0
1640,992,45,14.4,14.4,CSG235S2-30,NaN,NaN,,0
1482,992,45,13.9,13.9,CSG205M2-27,NaN,NaN,,0
1640,992,40,13.5,13.5,CSG220M2-30,NaN,NaN,,0
1580,808,40,14.5,14.5,CSG185S1-36,NaN,NaN,,0
1589,807,50,12.5,12.5,CSG160S1-35,NaN,NaN,,0
1589,807,50,12.5,12.5,CSG160M1-35,NaN,NaN,,0
1956,992,50,13.9,13.9,CSG270M2-35,NaN,NaN,,0
1589,807,50,13.6,13.6,CSG175S1-35,NaN,NaN,,0
1640,992,45,14.1,14.1,CSG230S2-30,NaN,NaN,,0
1209,539,50,13.8,13.8,CSG90S1-17,NaN,NaN,,0
1640,992,40,13.2,13.2,CSG215M2-30,NaN,NaN,,0
1589,807,50,12.9,12.9,CSG165S1-35,NaN,NaN,,0
1589,807,50,14,14,CSG180S1-35,NaN,NaN,,0
1482,674,45,12.5,12.5,CSG125M2-18,NaN,NaN,,0
1482,674,45,14,14,CSG140M2-18,NaN,NaN,,0
1209,539,35,13.8,13.8,CSG90S1,NaN,NaN,,0
1956,992,50,13.4,13.4,CSG260M2-35,NaN,NaN,,0
1640,992,45,14.8,14.8,CSG240S2-30,NaN,NaN,,0
1482,674,45,13.5,13.5,CSG135M2-18,NaN,NaN,,0
1956,992,50,14.4,14.4,CSG280M2-35,NaN,NaN,,0
1482,674,45,12.5,12.5,CSG125S2-18,NaN,NaN,,0
1209,539,50,12.3,12.3,CSG80S1-17,NaN,NaN,,0
1209,539,35,13,13,CSG85S1,NaN,NaN,,0
1956,992,50,12.9,12.9,CSG250M2-35,NaN,NaN,,0
1589,807,50,11.7,11.7,CSG150S1-35,NaN,NaN,,0
1640,992,40,13.8,13.8,CSG225M2-30,NaN,NaN,,0
1324,992,45,12.9,12.9,CSG170M2-24,NaN,NaN,,0
1589,807,50,13.6,13.6,CSG175M1-35,NaN,NaN,,0
1482,674,45,13,13,CSG130M2-18,NaN,NaN,,0
1640,992,45,13.5,13.5,CSG220S2-30,NaN,NaN,,0
1253,1103,41,7.6,7.6,CSG 105,NaN,NaN,,0
1253,1103,41,6.2,6.2,CSG 85,NaN,NaN,,0
1253,1103,41,6.9,6.9,CSG 95,NaN,NaN,,0
1253,1103,41,6.5,6.5,CSG 90,NaN,NaN,,0
1253,1103,41,5.4,5.4,CSG 75,NaN,NaN,,0
1253,1103,41,5.1,5.1,CSG 70,NaN,NaN,,0
1253,1103,41,5.8,5.8,CSG 80,NaN,NaN,,0
1253,1103,41,7.2,7.2,CSG 100,NaN,NaN,,0
1580,808,35,14.1,14.1,CTI-LSN180W,NaN,NaN,,0
1580,808,35,12.9,12.9,CTI-LSN165W,NaN,NaN,,0
1580,808,35,13.7,13.7,CTI-LSN175W,NaN,NaN,,0
1580,808,35,13.3,13.3,CTI-LSN170W,NaN,NaN,,0
1580,808,35,12.5,12.5,CTI-LSN160W,NaN,NaN,,0
2000,1000,50,14,14,Sunport 72M,NaN,NaN,,0
1682,1000,50,13.7,13.7,Sunport 60M,NaN,NaN,,0
2000,1000,50,13.5,13.5,Sunport 72P,NaN,NaN,,0
NaN,null,null,13.9,13.9,SUNPORT 48M,NaN,NaN,,0
1640,992,45,14.8,14.8,DQ240PSCa/b,NaN,NaN,,0
1640,992,45,12.3,12.3,DQ200PSCa,NaN,NaN,,0
1482,992,45,14.3,14.3,DQ210PSBa/b,NaN,NaN,,0
1580,808,35,13.7,13.7,DQ175MFAa,NaN,NaN,,0
1640,992,45,13.5,13.5,DQ220PSCa/b,NaN,NaN,,0
1580,808,35,14.1,14.1,DQ180MFAa,NaN,NaN,,0
1640,992,45,14.1,14.1,DQ230PSCa,NaN,NaN,,0
1482,992,45,13.9,13.9,DQ205PSBa/b,NaN,NaN,,0
1580,808,35,13.3,13.3,DQ170MFAa/b,NaN,NaN,,0
1640,992,45,12.3,12.3,DQ200PSCa/b,NaN,NaN,,0
1640,992,45,14.4,14.4,DQ235PSCa/b,NaN,NaN,,0
1482,992,45,11.9,11.9,DQ175PSBa/b,NaN,NaN,,0
1640,992,45,13.5,13.5,DQ220PSCa,NaN,NaN,,0
1580,808,35,14.5,14.5,DQ185MFAa,NaN,NaN,,0
1482,992,45,13.6,13.6,DQ200PSBa/b,NaN,NaN,,0
1482,992,45,13.6,13.6,DQ200PSBa,NaN,NaN,,0
1482,992,45,14.3,14.3,DQ210PSBa,NaN,NaN,,0
1640,992,45,12.6,12.6,DQ205PSCa/b,NaN,NaN,,0
1640,992,45,12.6,12.6,DQ205PSCa,NaN,NaN,,0
1580,808,35,14.5,14.5,DQ185MFAa/b,NaN,NaN,,0
1640,992,45,13.2,13.2,DQ215PSCa/b,NaN,NaN,,0
1482,992,45,12.9,12.9,DQ190PSBa,NaN,NaN,,0
1482,992,45,13.3,13.3,DQ195PSBa,NaN,NaN,,0
1640,992,45,12.9,12.9,DQ210PSCa,NaN,NaN,,0
1482,992,45,11.9,11.9,DQ175PSBa,NaN,NaN,,0
1482,992,45,13.9,13.9,DQ205PSBa,NaN,NaN,,0
1580,808,35,12.9,12.9,DQ165MFAa,NaN,NaN,,0
1482,992,45,13.3,13.3,DQ195PSBa/b,NaN,NaN,,0
1482,992,45,12.6,12.6,DQ185PSBa/b,NaN,NaN,,0
1580,808,35,12.9,12.9,DQ165MFAa/b,NaN,NaN,,0
1580,808,35,14.9,14.9,DQ190MFAa/b,NaN,NaN,,0
1640,992,45,14.8,14.8,DQ240PSCa,NaN,NaN,,0
1640,992,45,13.8,13.8,DQ225PSCa/b,NaN,NaN,,0
1640,992,45,14.1,14.1,DQ230PSCa/b,NaN,NaN,,0
1580,808,35,13.3,13.3,DQ170MFAa,NaN,NaN,,0
1482,992,45,11.6,11.6,DQ170PSBa/b,NaN,NaN,,0
1580,808,35,13.7,13.7,DQ175MFAa/b,NaN,NaN,,0
1482,992,45,12.2,12.2,DQ180PSBa,NaN,NaN,,0
1580,808,35,14.9,14.9,DQ190MFAa,NaN,NaN,,0
1482,992,45,12.2,12.2,DQ180PSBa/b,NaN,NaN,,0
1640,992,45,12.9,12.9,DQ210PSCa/b,NaN,NaN,,0
1482,992,45,11.6,11.6,DQ170PSBa,NaN,NaN,,0
1640,992,45,13.5,13.5,DQ215PSCa,NaN,NaN,,0
1482,992,45,12.9,12.9,DQ190PSBa/b,NaN,NaN,,0
1640,992,45,13.8,13.8,DQ225PSCa,NaN,NaN,,0
1482,992,45,12.6,12.6,DQ185PSBa,NaN,NaN,,0
1580,808,35,14.1,14.1,DQ180MFAa/b,NaN,NaN,,0
1640,992,45,14.4,14.4,DQ235PSCa,NaN,NaN,,0
1466,676,35,12.1,12.1,36MC 120,NaN,NaN,,0
1307,991,35,13.1,13.1,48MC STC 170,NaN,NaN,,0
1466,676,35,14.6,14.6,36MC 145,NaN,NaN,,0
1308,992,35,12.3,12.3,Day448MC 160,NaN,NaN,,0
1466,676,35,14.1,14.1,36MC 140,NaN,NaN,,0
1308,992,35,13.1,13.1,Day448MC 170,NaN,NaN,,0
1307,991,35,13.9,13.9,48MC STC 180,NaN,NaN,,0
1308,992,35,11.9,11.9,Day448MC 155,NaN,NaN,,0
1466,676,35,11.6,11.6,36MC 115,NaN,NaN,,0
1307,991,35,14.7,14.7,48MC STC 190,NaN,NaN,,0
1308,992,35,12.7,12.7,Day448MC 165,NaN,NaN,,0
1307,991,35,12.4,12.4,48MC STC 160,NaN,NaN,,0
1307,991,35,14.3,14.3,48MC STC 185,NaN,NaN,,0
1308,992,35,13.9,13.9,Day448MC 180,NaN,NaN,,0
1308,992,35,13.5,13.5,Day448MC 175,NaN,NaN,,0
1308,992,35,14.6,14.6,Day448MC 190,NaN,NaN,,0
1308,992,35,14.3,14.3,Day448MC 185,NaN,NaN,,0
1466,676,35,13.6,13.6,36MC 135,NaN,NaN,,0
1466,676,35,13.1,13.1,36MC 130,NaN,NaN,,0
1307,991,35,13.5,13.5,48MC STC 175,NaN,NaN,,0
1307,991,35,12.7,12.7,48MC STC 165,NaN,NaN,,0
1466,676,35,12.6,12.6,36MC 125,NaN,NaN,,0
1307,991,35,12,12,48MC STC 155,NaN,NaN,,0
1580,808,50,14.1,14.1,DCH-180,NaN,NaN,,0
1956,990,50,14.5,14.5,DCH-280P,NaN,NaN,,0
1956,990,50,13.4,13.4,DCH-260P,NaN,NaN,,0
1640,990,50,12.9,12.9,DCH-210P,NaN,NaN,,0
1950,990,50,14.5,14.5,DCH-280,NaN,NaN,,0
1956,990,50,13.9,13.9,DCH-270P,NaN,NaN,,0
1950,990,50,14,14,DCH-270,NaN,NaN,,0
1580,808,50,13.3,13.3,DCH-170,NaN,NaN,,0
1580,808,50,13.7,13.7,DCH-175,NaN,NaN,,0
1640,990,50,13.6,13.6,DCH-220P,NaN,NaN,,0
1950,990,50,15,15,DCH-290,NaN,NaN,,0
1640,990,50,14.2,14.2,DCH-230P,NaN,NaN,,0
1235,641,35,8.2,8.2,DCH BX65,NaN,NaN,,0
1679,994,42,13.5,13.5,DEAH225,NaN,NaN,,0
1679,994,42,13.8,13.8,DEAH230,NaN,NaN,,0
1679,994,42,13.2,13.2,DEAH220,NaN,NaN,,0
1679,994,42,12.6,12.6,DE180E,NaN,NaN,,0
1679,994,42,13.2,13.2,DE220E,NaN,NaN,,0
1650,990,50,13.8,13.8,D6P225A3A,NaN,NaN,,0
1650,990,50,15.3,15.3,D6M250B3A,NaN,NaN,,0
1330,990,50,13.7,13.7,D6P180B2A,NaN,NaN,,0
1650,990,50,14.7,14.7,D6P240A3A,NaN,NaN,,0
1650,990,50,13.8,13.8,D6M225B3A,NaN,NaN,,0
1490,990,50,14.9,14.9,D6M220B5A,NaN,NaN,,0
1650,990,50,12.9,12.9,D6P210A3A,NaN,NaN,,0
1330,990,50,14.4,14.4,D6P190B2A,NaN,NaN,,0
1330,990,50,14.8,14.8,D6M195B2A,NaN,NaN,,0
1650,990,50,13.5,13.5,D6P220A3A,NaN,NaN,,0
1490,990,50,13.2,13.2,D6P195A5A,NaN,NaN,,0
1946,990,50,13.8,13.8,D6P265A4E,NaN,NaN,,0
1490,990,50,14.2,14.2,D6M210B5A,NaN,NaN,,0
1650,990,50,15,15,D6M245B3A,NaN,NaN,,0
1650,990,50,14.7,14.7,D6M240B3A,NaN,NaN,,0
1650,990,50,13.5,13.5,D6M220B3A,NaN,NaN,,0
1330,990,50,14.4,14.4,D6M190B2A,NaN,NaN,,0
1946,990,50,14.3,14.3,D6P275A4E,NaN,NaN,,0
1650,990,50,14.4,14.4,D6P235A3A,NaN,NaN,,0
1466,990,38.1,14.1,14.1,D6P205A5E,NaN,NaN,,0
1490,990,50,14.2,14.2,D6P210A5A,NaN,NaN,,0
1330,990,50,13.3,13.3,D6P175B2A,NaN,NaN,,0
1650,990,50,14.1,14.1,D6P230A3A,NaN,NaN,,0
1650,990,50,14.1,14.1,D6P230B3A,NaN,NaN,,0
1650,990,50,13.5,13.5,D6P220B3A,NaN,NaN,,0
1490,990,50,14.6,14.6,D6P215A5A,NaN,NaN,,0
1490,990,50,13.9,13.9,D6M205B5A,NaN,NaN,,0
1946,990,50,14.8,14.8,D6P285A4E,NaN,NaN,,0
1650,990,50,14.7,14.7,D6P240B3A,NaN,NaN,,0
1330,990,50,12.9,12.9,D6M170B2A,NaN,NaN,,0
1946,990,50,14.5,14.5,D6P280A4E,NaN,NaN,,0
1650,990,50,13.2,13.2,D6M215B3A,NaN,NaN,,0
1466,990,38.1,14.5,14.5,D6P210A5E,NaN,NaN,,0
1650,990,50,12.9,12.9,D6P210B3A,NaN,NaN,,0
1650,990,50,14.1,14.1,D6M230B3A,NaN,NaN,,0
1490,990,50,15.3,15.3,D6M225B5A,NaN,NaN,,0
1650,990,50,13.2,13.2,D6P215A3A,NaN,NaN,,0
1466,990,38.1,13.1,13.1,D6P190A5E,NaN,NaN,,0
1330,990,50,14.1,14.1,D6M185B2A,NaN,NaN,,0
1466,990,38.1,13.4,13.4,D6P195A5E,NaN,NaN,,0
1466,990,38.1,12.7,12.7,D6P185A5E,NaN,NaN,,0
1490,990,50,13.9,13.9,D6P205A5A,NaN,NaN,,0
1490,990,50,13.6,13.6,D6P200A5A,NaN,NaN,,0
1490,990,50,14.6,14.6,D6M215B5A,NaN,NaN,,0
1650,990,50,13.2,13.2,D6P215B3A,NaN,NaN,,0
1946,990,50,14,14,D6P270A4E,NaN,NaN,,0
1330,990,50,12.9,12.9,D6P170B2A,NaN,NaN,,0
1650,990,50,14.4,14.4,D6P235B3A,NaN,NaN,,0
1650,990,50,13.8,13.8,D6P225B3A,NaN,NaN,,0
1466,990,38.1,13.8,13.8,D6P200A5E,NaN,NaN,,0
1330,990,50,13.7,13.7,D6M180B2A,NaN,NaN,,0
1330,990,50,13.3,13.3,D6M175B2A,NaN,NaN,,0
1650,990,50,14.4,14.4,D6M235B3A,NaN,NaN,,0
1330,990,50,14.1,14.1,D6P185B2A,NaN,NaN,,0
1200,550,35,11.4,11.4,DEP 80 M,NaN,NaN,,0
1577,790,35,9.6,9.6,DEP 120 M,NaN,NaN,,0
1577,790,35,12,12,DEP 150 M,NaN,NaN,,0
1640,990,46,14.2,14.2,DS6P230,NaN,NaN,,0
1640,990,46,15.1,15.1,DS6M245,NaN,NaN,,0
1640,990,46,14.8,14.8,DS6PB240,NaN,NaN,,0
1640,990,46,14.8,14.8,DS6P240,NaN,NaN,,0
1580,808,46,14.1,14.1,DS5M180,NaN,NaN,,0
1640,990,46,14.8,14.8,DS6M240,NaN,NaN,,0
1640,990,46,14.2,14.2,DS6PB230,NaN,NaN,,0
1640,990,46,15.1,15.1,DS6MB245,NaN,NaN,,0
1600,1056,46,14.8,14.8,DS5M250,NaN,NaN,,0
1640,990,46,14.5,14.5,DS6P235,NaN,NaN,,0
1580,808,46,14.5,14.5,DS5MB185,NaN,NaN,,0
1580,808,46,14.1,14.1,DS5MB180,NaN,NaN,,0
1580,808,46,14.5,14.5,DS5M185,NaN,NaN,,0
1337,991,45,12.5,12.5,DG6M48/165,NaN,NaN,,0
1337,991,45,12.8,12.8,DG6M48/170,NaN,NaN,,0
1337,991,45,13.6,13.6,DG6M48/180,NaN,NaN,,0
1337,991,45,14,14,DG6M48/185,NaN,NaN,,0
1495,991,45,12.5,12.5,DG6M54/185,NaN,NaN,,0
1495,991,45,13.5,13.5,DG6M54/200,NaN,NaN,,0
